dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_display_group,support_display_label,site,site_eligible_n,total_eligible_n,eligible_site_fraction,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,47,238,0.19747899159663865,2,SNU,191,0.8025210084033614,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,133,133,1,1,SNU,133,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,119,0,1,SNU,119,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,119,119,1,1,SNU,119,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,106,0,1,SNU,106,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,106,106,1,1,SNU,106,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,85,0,1,SNU,85,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,85,85,1,1,SNU,85,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,64,0,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,64,64,1,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,47,255,0.1843137254901961,2,SNU,208,0.8156862745098039,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,208,255,0.8156862745098039,2,SNU,208,0.8156862745098039,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,35,243,0.1440329218106996,2,SNU,208,0.8559670781893004,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,208,243,0.8559670781893004,2,SNU,208,0.8559670781893004,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,8,216,0.037037037037037035,2,SNU,208,0.9629629629629629,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,208,216,0.9629629629629629,2,SNU,208,0.9629629629629629,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,208,0,1,SNU,208,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,208,208,1,1,SNU,208,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,204,0,1,SNU,204,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,204,204,1,1,SNU,204,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,185,0,1,SNU,185,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,185,185,1,1,SNU,185,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,174,0,1,SNU,174,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,174,174,1,1,SNU,174,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,168,0,1,SNU,168,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,168,168,1,1,SNU,168,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,155,0,1,SNU,155,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,155,155,1,1,SNU,155,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,144,0,1,SNU,144,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,144,144,1,1,SNU,144,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,22,82,0.2682926829268293,2,SNU,60,0.7317073170731707,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,60,82,0.7317073170731707,2,SNU,60,0.7317073170731707,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,14,69,0.2028985507246377,2,SNU,55,0.7971014492753623,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,55,69,0.7971014492753623,2,SNU,55,0.7971014492753623,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,4,57,0.07017543859649122,2,SNU,53,0.9298245614035088,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,53,57,0.9298245614035088,2,SNU,53,0.9298245614035088,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,49,0,1,SNU,49,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,49,49,1,1,SNU,49,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,47,0,1,SNU,47,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,47,47,1,1,SNU,47,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,42,0,1,SNU,42,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,42,42,1,1,SNU,42,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,37,0,1,SNU,37,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,37,37,1,1,SNU,37,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,34,0,1,SNU,34,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,34,34,1,1,SNU,34,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,28,0,1,SNU,28,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,28,28,1,1,SNU,28,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,23,0,1,SNU,23,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,23,23,1,1,SNU,23,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,22,88,0.25,2,SNU,66,0.75,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,66,88,0.75,2,SNU,66,0.75,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,14,80,0.175,2,SNU,66,0.825,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,66,80,0.825,2,SNU,66,0.825,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,4,70,0.05714285714285714,2,SNU,66,0.9428571428571428,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,66,70,0.9428571428571428,2,SNU,66,0.9428571428571428,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,66,0,1,SNU,66,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,66,66,1,1,SNU,66,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,64,0,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,64,64,1,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,58,0,1,SNU,58,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,58,58,1,1,SNU,58,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,55,0,1,SNU,55,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,55,55,1,1,SNU,55,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,52,0,1,SNU,52,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,52,52,1,1,SNU,52,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,48,0,1,SNU,48,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,48,48,1,1,SNU,48,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,46,0,1,SNU,46,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,46,46,1,1,SNU,46,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,25,156,0.16025641025641027,2,SNU,131,0.8397435897435898,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,131,156,0.8397435897435898,2,SNU,131,0.8397435897435898,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,21,141,0.14893617021276595,2,SNU,120,0.851063829787234,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,120,141,0.851063829787234,2,SNU,120,0.851063829787234,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,4,123,0.032520325203252036,2,SNU,119,0.967479674796748,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,119,123,0.967479674796748,2,SNU,119,0.967479674796748,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,113,0,1,SNU,113,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,113,113,1,1,SNU,113,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,99,0,1,SNU,99,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,99,99,1,1,SNU,99,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,91,0,1,SNU,91,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,91,91,1,1,SNU,91,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,82,0,1,SNU,82,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,82,82,1,1,SNU,82,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,72,0,1,SNU,72,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,72,72,1,1,SNU,72,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,57,0,1,SNU,57,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,57,57,1,1,SNU,57,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,41,0,1,SNU,41,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_adjusted,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,41,41,1,1,SNU,41,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,25,167,0.1497005988023952,2,SNU,142,0.8502994011976048,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,142,167,0.8502994011976048,2,SNU,142,0.8502994011976048,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
