dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,preferred_for_reporting,reporting_priority,reporting_preference_note,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_display_group,support_display_label,completeness_plot_status,completeness_plot_note,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note,site_dominance_warning_flag,site_dominance_warning_note,eligible_n__remission_sensitive,eligible_n__transition_only,risk_set_n__remission_sensitive,risk_set_n__transition_only,cumulative_transition_n__remission_sensitive,cumulative_transition_n__transition_only,cumulative_remission_n__remission_sensitive,cumulative_remission_n__transition_only,cumulative_right_censoring_n__remission_sensitive,cumulative_right_censoring_n__transition_only,cumulative_censoring_n__remission_sensitive,cumulative_censoring_n__transition_only,cumulative_eventlike_n__remission_sensitive,cumulative_eventlike_n__transition_only,percentage_method__remission_sensitive,percentage_method__transition_only,CCI__remission_sensitive,CCI__transition_only,SPT__remission_sensitive,SPT__transition_only,instability_marker__remission_sensitive,instability_marker__transition_only
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,47,47,28,28,8,8,3,3,15,15,15,18,11,8,0.8297872340425532,0.7659574468085106,0.8854216784658735,0.8619749410328039,0.9028936752734208,0.8798403891243243,stable_enough,stable_enough
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,2,sensitivity,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,secondary_or_sensitivity,Secondary / sensitivity,very_sparse,Displayed with caution: very sparse risk set.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,21,21,1,1,5,5,7,7,15,15,15,22,12,5,0.5714285714285714,0.2857142857142857,0.9456962025316455,0.8677791544060709,0.9580522147257261,0.8886933281183793,very_sparse,very_sparse
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,3,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,4,4,0,0,5,5,8,8,15,15,15,23,13,5,1,0.5,1,0.7750142396050884,1,0.8648186173853526,no_risk_set,no_risk_set
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,4,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,5,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,6,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,7,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,8,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,9,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
PNU,sex,Male,PNU__sex__Male,PNU | Sex = Male,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,10,projection,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,projection,Projection,masked_no_eligible,Masked in completeness plot because no eligible subjects remain for this horizon.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,0,0,0,0,5,5,8,8,15,15,15,23,13,5,NA,NA,NA,NA,NA,NA,no_eligible_subjects,no_eligible_subjects
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,191,191,163,163,14,14,0,0,31,31,31,31,14,14,0.9109947643979057,0.9109947643979057,0.9256057809662724,0.9256057809662724,0.9283535984461619,0.9283535984461619,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,175,175,134,134,22,22,0,0,52,52,52,52,22,22,0.8685714285714285,0.8685714285714285,0.8950852273909228,0.8950852273909228,0.9013708810012713,0.9013708810012713,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,172,172,117,117,29,29,0,0,62,62,62,62,29,29,0.8255813953488372,0.8255813953488372,0.8674999601052061,0.8674999601052061,0.8788474497132152,0.8788474497132152,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,162,162,103,103,31,31,0,0,77,77,77,77,31,31,0.7962962962962963,0.7962962962962963,0.836009828751456,0.836009828751456,0.8530897998157863,0.8530897998157863,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,146,146,64,64,34,34,0,0,110,110,110,110,34,34,0.636986301369863,0.636986301369863,0.7921489737195887,0.7921489737195887,0.8192296512990724,0.8192296512990724,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,133,133,30,30,36,36,0,0,142,142,142,142,36,36,0.43609022556390975,0.43609022556390975,0.7170258487631271,0.7170258487631271,0.7562609466856735,0.7562609466856735,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,119,119,22,22,36,36,0,0,150,150,150,150,36,36,0.40336134453781514,0.40336134453781514,0.6552814884145821,0.6552814884145821,0.7097804214088093,0.7097804214088093,stable_enough,stable_enough
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,low_fraction,Displayed with caution: low remaining risk-set fraction.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,106,106,16,16,38,38,0,0,158,158,158,158,38,38,0.3867924528301887,0.3867924528301887,0.6132194592919666,0.6132194592919666,0.6775954696318103,0.6775954696318103,low_fraction,low_fraction
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,very_sparse,Displayed with caution: very sparse risk set.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,85,85,3,3,38,38,0,0,167,167,167,167,38,38,0.27058823529411763,0.27058823529411763,0.5639146313651929,0.5639146313651929,0.6424241610858349,0.6424241610858349,very_sparse,very_sparse
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,very_sparse,Displayed with caution: very sparse risk set.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,64,64,1,1,38,38,0,0,169,169,169,169,38,38,0.296875,0.296875,0.5412836732228554,0.5412836732228554,0.6426227754962353,0.6426227754962353,very_sparse,very_sparse
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,60,60,53,53,4,4,0,0,9,9,9,9,4,4,0.9333333333333333,0.9333333333333333,0.9506102551329039,0.9506102551329039,0.9524982888432579,0.9524982888432579,stable_enough,stable_enough
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,55,55,43,43,7,7,0,0,16,16,16,16,7,7,0.8909090909090909,0.8909090909090909,0.9233362201052563,0.9233362201052563,0.9283927571401904,0.9283927571401904,stable_enough,stable_enough
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,stable,Displayed without masking.,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,53,53,35,35,8,8,0,0,23,23,23,23,8,8,0.7924528301886793,0.7924528301886793,0.8813081463990555,0.8813081463990555,0.8918075411430957,0.8918075411430957,stable_enough,stable_enough
