analysis_source,dataset,dataset_label,model_label,latency_family,prior_branch,summary_metric,point_estimate_year,interval_q025_year,interval_q975_year,block4_source_dataset,primary_supported_max_year,latest_stable_horizon_year,latest_supported_horizon_year,first_instability_horizon_year,late_tail_status,block4_narrative,point_minus_primary_supported_year,point_minus_latest_stable_year,point_ratio_to_primary_supported,point_ratio_to_latest_stable,point_beyond_primary_supported,point_beyond_latest_stable,q025_beyond_primary_supported,q025_beyond_latest_stable
bayesian,PNU,PNU,PNU-L0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,cohort_uncured_median,4.229967990419524,0.35449713176586795,15.456942189011611,PNU,1,1,2,2,late_tail_caution_flags_present,"PNU enters the late-tail assessment after 1 year. Visible support extends to 2 years and stable support extends to 1 year. Reverse-KM median follow-up is 1.37 years (95% CI 0.76 to 1.61). The mean Betensky difference width is 0.29 across the full observed curve and 0.30 in the late tail. Tail instability flags were recorded at horizon(s) 2, 3, 4, 5, 6, 7, 8, 9, 10: completeness_very_sparse; completeness_masked_no_risk_set; completeness_masked_no_eligible.",3.2299679904195244,3.2299679904195244,4.229967990419524,4.229967990419524,TRUE,TRUE,FALSE,FALSE
bayesian,PNU,PNU,PNU-L0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,weighted_subject_median,4.999475411206252,0.4687463032764213,19.271855024126495,PNU,1,1,2,2,late_tail_caution_flags_present,"PNU enters the late-tail assessment after 1 year. Visible support extends to 2 years and stable support extends to 1 year. Reverse-KM median follow-up is 1.37 years (95% CI 0.76 to 1.61). The mean Betensky difference width is 0.29 across the full observed curve and 0.30 in the late tail. Tail instability flags were recorded at horizon(s) 2, 3, 4, 5, 6, 7, 8, 9, 10: completeness_very_sparse; completeness_masked_no_risk_set; completeness_masked_no_eligible.",3.9994754112062516,3.9994754112062516,4.999475411206252,4.999475411206252,TRUE,TRUE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_exponential,exponential,NA,cohort_uncured_median,3.3261660645919897,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",1.3261660645919897,-3.6738339354080103,1.6630830322959949,0.47516658065599854,TRUE,FALSE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_exponential,exponential,NA,weighted_subject_median,4.725841507538129,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",2.725841507538129,-2.274158492461871,2.3629207537690644,0.6751202153625898,TRUE,FALSE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_loglogistic,loglogistic,NA,cohort_uncured_median,23.844078623008055,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",21.844078623008055,16.844078623008055,11.922039311504028,3.406296946144008,TRUE,TRUE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_loglogistic,loglogistic,NA,weighted_subject_median,24.971948831795903,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",22.971948831795903,17.971948831795903,12.485974415897951,3.567421261685129,TRUE,TRUE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_lognormal,lognormal,NA,cohort_uncured_median,35.828642057371674,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",33.828642057371674,28.828642057371674,17.914321028685837,5.118377436767382,TRUE,TRUE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_lognormal,lognormal,NA,weighted_subject_median,36.738586236887905,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",34.738586236887905,29.738586236887905,18.369293118443952,5.248369462412557,TRUE,TRUE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_weibull,weibull,NA,cohort_uncured_median,6.117643240526137,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",4.117643240526137,-0.882356759473863,3.0588216202630685,0.8739490343608767,TRUE,FALSE,FALSE,FALSE
frequentist,SNU,SNU,frequentist_weibull,weibull,NA,weighted_subject_median,10.435139926881645,NA,NA,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",8.435139926881645,3.4351399268816447,5.217569963440822,1.4907342752688064,TRUE,TRUE,FALSE,FALSE
bayesian,SNU,SNU,SNU-L0-LN-ANCH-NOSITE,lognormal,anchor_informed,cohort_uncured_median,20.338644608440276,3.5698956978678034,54.95053069595922,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",18.338644608440276,13.338644608440276,10.169322304220138,2.905520658348611,TRUE,TRUE,TRUE,FALSE
bayesian,SNU,SNU,SNU-L0-LN-ANCH-NOSITE,lognormal,anchor_informed,weighted_subject_median,21.874101914627733,3.7611175387569618,59.932494076406456,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",19.874101914627733,14.874101914627733,10.937050957313867,3.1248717020896764,TRUE,TRUE,TRUE,FALSE
bayesian,SNU,SNU,SNU-L0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,cohort_uncured_median,27.448881120116383,5.572111579167704,66.75448860157168,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",25.448881120116383,20.448881120116383,13.724440560058191,3.9212687314451977,TRUE,TRUE,TRUE,FALSE
bayesian,SNU,SNU,SNU-L0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,weighted_subject_median,29.45322988352486,6.534300918660481,71.63431707221193,SNU,2,7,10,8,late_tail_caution_flags_present,"SNU enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 7 years. Reverse-KM median follow-up is 4.91 years (95% CI 4.10 to 5.00). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 8, 9, 10: completeness_low_fraction; completeness_very_sparse.",27.45322988352486,22.45322988352486,14.72661494176243,4.20760426907498,TRUE,TRUE,TRUE,FALSE
frequentist,merged_no_site,Merged,frequentist_exponential,exponential,NA,cohort_uncured_median,2.1071021850041225,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",0.1071021850041225,-3.8928978149958775,1.0535510925020612,0.35118369750068706,TRUE,FALSE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_exponential,exponential,NA,weighted_subject_median,2.191483769257416,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",0.19148376925741584,-3.808516230742584,1.095741884628708,0.365247294876236,TRUE,FALSE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_loglogistic,loglogistic,NA,cohort_uncured_median,14.49321684006664,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",12.49321684006664,8.49321684006664,7.24660842003332,2.4155361400111066,TRUE,TRUE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_loglogistic,loglogistic,NA,weighted_subject_median,20.006266173981437,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",18.006266173981437,14.006266173981437,10.003133086990719,3.334377695663573,TRUE,TRUE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_lognormal,lognormal,NA,cohort_uncured_median,24.123121024525467,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",22.123121024525467,18.123121024525467,12.061560512262734,4.020520170754245,TRUE,TRUE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_lognormal,lognormal,NA,weighted_subject_median,28.903766290503484,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",26.903766290503484,22.903766290503484,14.451883145251742,4.817294381750581,TRUE,TRUE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_weibull,weibull,NA,cohort_uncured_median,3.939650602084503,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",1.939650602084503,-2.060349397915497,1.9698253010422515,0.6566084336807505,TRUE,FALSE,FALSE,FALSE
frequentist,merged_no_site,Merged,frequentist_weibull,weibull,NA,weighted_subject_median,4.699042405239327,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",2.699042405239327,-1.300957594760673,2.3495212026196635,0.7831737342065545,TRUE,FALSE,FALSE,FALSE
bayesian,merged_no_site,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,lognormal,anchor_informed,cohort_uncured_median,15.530560754804426,3.0255496682280407,41.04208811101098,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",13.530560754804426,9.530560754804426,7.765280377402213,2.5884267924674043,TRUE,TRUE,TRUE,FALSE
bayesian,merged_no_site,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE,lognormal,anchor_informed,weighted_subject_median,17.12036103588437,3.4298064002260022,46.660778466702695,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",15.120361035884368,11.120361035884368,8.560180517942184,2.853393505980728,TRUE,TRUE,TRUE,FALSE
bayesian,merged_no_site,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,cohort_uncured_median,23.27324311839926,4.5654767502936355,58.25644796535683,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",21.27324311839926,17.27324311839926,11.63662155919963,3.8788738530665436,TRUE,TRUE,TRUE,FALSE
bayesian,merged_no_site,Merged,MERGED-I0-L0S0-LN-ANCH-NOSITE__neutral,lognormal,neutral_no_external_info,weighted_subject_median,25.673964180208294,5.2531702564829,64.69060736863017,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",23.673964180208294,19.673964180208294,12.836982090104147,4.278994030034716,TRUE,TRUE,TRUE,FALSE
frequentist,merged_site_adjusted,Merged (site-adjusted),frequentist_exponential,exponential,NA,cohort_uncured_median,2.4337509107835924,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",0.4337509107835924,-3.5662490892164076,1.2168754553917962,0.4056251517972654,TRUE,FALSE,FALSE,FALSE
frequentist,merged_site_adjusted,Merged (site-adjusted),frequentist_exponential,exponential,NA,weighted_subject_median,3.028775556731145,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",1.0287755567311452,-2.971224443268855,1.5143877783655726,0.5047959261218575,TRUE,FALSE,FALSE,FALSE
frequentist,merged_site_adjusted,Merged (site-adjusted),frequentist_loglogistic,loglogistic,NA,cohort_uncured_median,12.208280868784128,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",10.208280868784128,6.2082808687841275,6.104140434392064,2.034713478130688,TRUE,TRUE,FALSE,FALSE
frequentist,merged_site_adjusted,Merged (site-adjusted),frequentist_loglogistic,loglogistic,NA,weighted_subject_median,15.979597281751309,NA,NA,merged,2,6,10,7,late_tail_caution_flags_present,"Merged enters the late-tail assessment after 2 years. Visible support extends to 10 years and stable support extends to 6 years. Reverse-KM median follow-up is 3.83 years (95% CI 2.73 to 4.61). The mean Betensky difference width is 0.15 across the full observed curve and 0.17 in the late tail. Tail instability flags were recorded at horizon(s) 3, 4, 5, 6, 7, 8, 9, 10: completeness_low_fraction; site_dominance_single_site_dominant; completeness_very_sparse; site_dominance_single_site_only.",13.979597281751309,9.979597281751309,7.989798640875654,2.663266213625218,TRUE,TRUE,FALSE,FALSE
