dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,sensitivity_method,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,main_model_family,main_variant_id,main_variant_label,main_risk_estimator,sensitivity_model_family,sensitivity_variant_id,sensitivity_variant_label,sensitivity_risk_estimator,n_subjects,mean_main_transition_risk,mean_sensitivity_transition_risk,mean_sensitivity_remission_risk,mean_sensitivity_eventfree_prob,mean_risk_difference_signed,mean_risk_difference_absolute,median_risk_difference_absolute,max_risk_difference_absolute,main_remission_component_available,main_eventfree_component_available,main_component_mode,main_component_note,sensitivity_remission_component_available,sensitivity_eventfree_component_available,sensitivity_component_mode,sensitivity_component_note
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.18289457455792546,0.1698810724059957,NA,NA,-0.01301350215192972,0.01301350215192972,0.012585575420105077,0.03666279870502698,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_2,2,730.5,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,sensitivity,TRUE,FALSE,supported,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_3,3,1095.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_4,4,1461,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_5,5,1826.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_6,6,2191.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_7,7,2556.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
PNU,subdistribution_formula,subdistribution,PNU__interaction,individualized,Stage9_subdistribution,subdistribution,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,CoxPH,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,PNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,54,0.32989879074125605,0.28889621214377187,NA,NA,-0.041002578597484164,0.041002578597484164,0.04443128867547713,0.08127773909684843,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.07258987692403689,0.07258987713099262,NA,NA,2.0695573620216963e-10,2.384927799857815e-7,1.8043605748419012e-7,1.2326926254191406e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_2,2,730.5,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.12135639022957832,0.12135639706343088,NA,NA,6.83385255222206e-9,3.850280898724907e-7,2.8739412771816575e-7,1.985141605653773e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_3,3,1095.75,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.1688788272620672,0.16887884756978921,NA,NA,2.030772200347548e-8,5.163463053669463e-7,3.8354633974391206e-7,2.659766225487914e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_4,4,1461,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.18334054637197952,0.18334057025925962,NA,NA,2.3887280103192936e-8,5.544175600349921e-7,4.1093655678281493e-7,2.8509057993231224e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.21074996652041067,0.21075000142841113,NA,NA,3.490800046780107e-8,6.230185959472411e-7,4.5994699343632206e-7,3.20063360526035e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.24678435266407686,0.24678438354485363,NA,NA,3.088077675783988e-8,7.117770683743179e-7,5.270395385670312e-7,3.6025154893648548e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.24678435266407686,0.24678438354485363,NA,NA,3.088077675783988e-8,7.117770683743179e-7,5.270395385670312e-7,3.6025154893648548e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.32551308913572213,0.32551316713539324,NA,NA,7.799967109700656e-8,8.712359207781504e-7,6.677541115607255e-7,4.400304908447339e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.32551308913572213,0.32551316713539324,NA,NA,7.799967109700656e-8,8.712359207781504e-7,6.677541115607255e-7,4.400304908447339e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,subdistribution,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,CoxPH,SNU__base__cox_main_mirror,Main censoring mirror: Base,CoxPH_main_mirror,FineGray,SNU__base__fine_gray,Fine-Gray sensitivity: Base,FineGray,208,0.32551308913572213,0.32551316713539324,NA,NA,7.799967109700656e-8,8.712359207781504e-7,6.677541115607255e-7,4.400304908447339e-6,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__interaction,individualized,Stage9_subdistribution,subdistribution,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,SNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,SNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,208,0.07058207859785502,0.07209388683732619,NA,NA,0.001511808239471163,0.001511808239471163,0.0014388457376857677,0.0027196739421603278,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__interaction,individualized,Stage9_subdistribution,subdistribution,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_2,2,730.5,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,CoxPH,SNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,SNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,208,0.11797054963124559,0.12042585855582592,NA,NA,0.0024553089245803283,0.0024553089245803283,0.002350222115346967,0.004217951805162379,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
SNU,subdistribution_formula,subdistribution,SNU__interaction,individualized,Stage9_subdistribution,subdistribution,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,fine_gray,year_3,3,1095.75,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,CoxPH,SNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,CoxPH_main_mirror,FineGray,SNU__interaction__fine_gray,Fine-Gray sensitivity: Interaction,FineGray,208,0.1643835970021332,0.16770416191245485,NA,NA,0.0033205649103216378,0.0033205649103216378,0.0031967308793476312,0.005437219606454491,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model
